OME_Sample_Name,Negative Control,Replicate,Sample_ID,Sample_Niskin_flag,Rep_Chem_Bottle,Rep Chem Bottle Niskin Flag,EXPOCODE,Cruise_ID,Section_ID,Station_ID,Cast_number,Niskin_Bottle_No,Niskin_ID,Niskin_flag,Line_ID,SMM_Line#,Date_UTC,Year_UTC,Month_UTC,Day_UTC,Time_UTC,Yearday_UTC,Latitude,Longitude,Depth_bottom,CTDPRES,Depth,ctd_Sigma_theta,ctd_fluorescence,ctd_redox_potential,Altitude,CTDTEMP_ITS90,CTDSAL_PSS78,CTDSAL_flag,Salinity_PSS78,Salinity_flag,CTDOXY,CTDOXY_flag,Oxygen_djg,Oxygen,Oxygen_flag,DIC,DIC_flag,TA,TA_flag,pH_T_measured,TEMP_pH,pH_flag,Carbonate_measured,TEMP_Carbonate,Carbonate_flag,Silicate,Silicate_flag,Phosphate,Phosphate_flag,Nitrate,Nitrate_flag,Nitrite,Nitrite_flag,Ammonium,Ammonium_flag,Chl_a,Chl_a_flag,Methane_CH4,Methane_CH4_flag,SYNECHOCOCCUS,SYNECHOCOCCUS_FLAG,EUK_PHYTOPLANKTON,EUK_PHYTOPLANKTON_FLAG,LARGE_DIATOM,LARGE_DIATOM_FLAG,CRYPTOPHYTE,CRYPTOPHYTE_FLAG,BACTERIA,BACTERIA_FLAG,BACTERIA_HNA,BACTERIA_HNA_FLAG,BACTERIA_LNA,BACTERIA_LNA_FLAG,Time Filtering Start,Time Filtering End,Total_Time_Filtering_min,Volume_filtered,Field_Notes
E2289.2T.WCOA21,FALSE,E2289,1070117,2,1070116,2,33RO20210613,WCOA21,CC73.3-70,107,1,17,11052,2,14,12.5,2021-07-16,2021,7,16,7:47:09,197.324,34.975,-122.668,4053,30.4,30.2,24.9654,0.085,161.36,4022.8,14.919,33.692,2,NA,9,256.4,2,252.5,8.283,2,2074.6,2,2245.3,2,7.8223,25.08,2,133.0755139,24.845,2,3.2,2,0.91,2,7.1,2,0.28,2,1.01,2,0.9,2,7.26,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,10:30,12:15,105,1000,missing: not collected
E2290.1T.WCOA21,FALSE,E2290,1090117,2,1090116,2,33RO20210613,WCOA21,CCE1,109,1,17,11052,2,15,13,2021-07-17,2021,7,17,5:23:02,198.224,33.483,-122.533,3982,40,39.7,24.6043,0.097,152.2,3942.3,14.035,33.094,2,NA,9,269.3,2,268.2,8.794,2,2033.2,2,2216,2,7.841,25.15,2,131.742085,24.91,2,2,2,0.61,2,2.7,2,0.18,2,0.34,2,0.6,2,3.508,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,23:30,0:15,45,1000,missing: not collected
E2290.2T.WCOA21,FALSE,E2290,1090117,2,1090116,2,33RO20210613,WCOA21,CCE1,109,1,17,11052,2,15,13,2021-07-17,2021,7,17,5:23:02,198.224,33.483,-122.533,3982,40,39.7,24.6043,0.097,152.2,3942.3,14.035,33.094,2,NA,9,269.3,2,268.2,8.794,2,2033.2,2,2216,2,7.841,25.15,2,131.742085,24.91,2,2,2,0.61,2,2.7,2,0.18,2,0.34,2,0.6,2,3.508,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,23:30,0:15,45,1000,missing: not collected
E2291.1T.WCOA21,FALSE,E2291,1130120,2,1130119,2,33RO20210613,WCOA21,CCE2,113,1,20,11022,2,15,13,2021-07-18,2021,7,18,3:45:35,199.157,34.316,-120.805,829,10.7,10.6,25.081,0.203,163.18,818.4,14.65,33.605,2,NA,9,239,2,248.9,8.164,3,2043.8,2,NA,9,7.8688,25.13,2,145.1658304,24.905,2,4.7,2,0.57,2,2.9,2,0.11,2,0.2,2,7.1,2,10.124,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,21:45,22:30,45,1000,missing: not collected
E2291.2T.WCOA21,FALSE,E2291,1130120,2,1130119,2,33RO20210613,WCOA21,CCE2,113,1,20,11022,2,15,13,2021-07-18,2021,7,18,3:45:35,199.157,34.316,-120.805,829,10.7,10.6,25.081,0.203,163.18,818.4,14.65,33.605,2,NA,9,239,2,248.9,8.164,3,2043.8,2,NA,9,7.8688,25.13,2,145.1658304,24.905,2,4.7,2,0.57,2,2.9,2,0.11,2,0.2,2,7.1,2,10.124,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,21:45,22:30,45,1000,missing: not collected
E2292.1T.WCOA21,FALSE,E2292,1140113,2,1140112,2,33RO20210613,WCOA21,CC80-51,114,1,13,11054,2,15,13,2021-07-18,2021,7,18,11:27:15,199.477,34.448,-120.524,76,10.6,10.5,25.0179,0.155,159.59,65.5,13.989,33.572,2,33.5757,3,230.4,2,227.4,7.459,2,2074,2,2233.8,2,7.8178,24.91,2,121.1690408,24.875,2,5.6,6,0.72,6,4.2,6,0.25,6,0.33,6,4.6,2,444.783,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,5:00,5:45,45,1000,missing: not collected
E2292.2T.WCOA21,FALSE,E2292,1140113,2,1140112,2,33RO20210613,WCOA21,CC80-51,114,1,13,11054,2,15,13,2021-07-18,2021,7,18,11:27:15,199.477,34.448,-120.524,76,10.6,10.5,25.0179,0.155,159.59,65.5,13.989,33.572,2,33.5757,3,230.4,2,227.4,7.459,2,2074,2,2233.8,2,7.8178,24.91,2,121.1690408,24.875,2,5.6,6,0.72,6,4.2,6,0.25,6,0.33,6,4.6,2,444.783,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,5:00,5:45,45,1000,missing: not collected
E2293.1T.WCOA21,FALSE,E2293,1210111,2,1210110,2,33RO20210613,WCOA21,SCORP,121,1,11,11023,2,16,13,2021-07-19,2021,7,19,11:40:22,200.486,34.077,-119.558,89,30.5,30.3,24.4642,0.12,158.74,58.7,16.872,33.521,2,NA,9,267.9,2,262.8,8.613,2,2027.6,2,NA,9,7.902,25.04,2,152.3664166,24.99,2,2.5,2,0.23,2,0,2,0,2,0.02,2,2.9,2,6.248,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,5:15,6:00,45,1000,missing: not collected
E2293.2T.WCOA21,FALSE,E2293,1210111,2,1210110,2,33RO20210613,WCOA21,SCORP,121,1,11,11023,2,16,13,2021-07-19,2021,7,19,11:40:22,200.486,34.077,-119.558,89,30.5,30.3,24.4642,0.12,158.74,58.7,16.872,33.521,2,NA,9,267.9,2,262.8,8.613,2,2027.6,2,NA,9,7.902,25.04,2,152.3664166,24.99,2,2.5,2,0.23,2,0,2,0,2,0.02,2,2.9,2,6.248,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,5:15,6:00,45,1000,missing: not collected
E2294.1T.WCOA21,FALSE,E2294,1240109,2,1240108,2,33RO20210613,WCOA21,CC90-28,124,1,9,12052,2,17,14,2021-07-20,2021,7,20,8:10:57,201.341,33.484,-117.768,63,26.4,26.2,25.0191,0.092,130.51,36.8,13.67,33.419,2,NA,9,251.7,2,252.7,8.288,2,2056.6,2,2230.7,2,7.8256,25.01,2,130.8922515,24.955,2,3.6,6,0.59,6,2.2,6,0.12,6,0.4,6,1.4,2,12.184,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,2:45,3:30,45,1000,missing: not collected
E2294.2T.WCOA21,FALSE,E2294,1240109,2,1240108,2,33RO20210613,WCOA21,CC90-28,124,1,9,12052,2,17,14,2021-07-20,2021,7,20,8:10:57,201.341,33.484,-117.768,63,26.4,26.2,25.0191,0.092,130.51,36.8,13.67,33.419,2,NA,9,251.7,2,252.7,8.288,2,2056.6,2,2230.7,2,7.8256,25.01,2,130.8922515,24.955,2,3.6,6,0.59,6,2.2,6,0.12,6,0.4,6,1.4,2,12.184,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,2:45,3:30,45,1000,missing: not collected
E2295.1T.WCOA21,FALSE,E2295,1270114,2,1270113,2,33RO20210613,WCOA21,CC90-35,127,1,14,11011,2,17,14,2021-07-21,2021,7,21,1:30:23,202.063,33.251,-118.249,325,49.9,49.5,24.9569,0.093,154.07,275.5,13.68,33.333,2,NA,9,257.3,2,253,8.298,2,2050.7,2,2226.1,2,7.8291,25.06,2,131.0358235,25.175,2,2.8,2,0.54,2,1.1,2,0.17,2,0.04,2,1.3,2,15,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,18:30,19:15,45,1000,missing: not collected
E2295.2T.WCOA21,FALSE,E2295,1270114,2,1270113,2,33RO20210613,WCOA21,CC90-35,127,1,14,11011,2,17,14,2021-07-21,2021,7,21,1:30:23,202.063,33.251,-118.249,325,49.9,49.5,24.9569,0.093,154.07,275.5,13.68,33.333,2,NA,9,257.3,2,253,8.298,2,2050.7,2,2226.1,2,7.8291,25.06,2,131.0358235,25.175,2,2.8,2,0.54,2,1.1,2,0.17,2,0.04,2,1.3,2,15,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,18:30,19:15,45,1000,missing: not collected
E2296.1T.WCOA21,FALSE,E2296,1310118,2,1310117,2,33RO20210613,WCOA21,CC90-60,131,1,18,11002,2,17,14,2021-07-22,2021,7,22,10:50:57,203.452,32.417,-119.96,892,30.8,30.6,24.8336,0.094,149.71,861.4,14.216,33.29,2,NA,9,266.3,2,268,8.787,2,2039,2,2220.7,2,7.8563,24.92,2,137.2704832,24.86,2,1.8,2,0.58,2,3.3,2,0.16,2,0.22,2,0.8,2,3.813,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,4:45,5:30,45,1000,missing: not collected
E2296.2T.WCOA21,FALSE,E2296,1310118,2,1310117,2,33RO20210613,WCOA21,CC90-60,131,1,18,11002,2,17,14,2021-07-22,2021,7,22,10:50:57,203.452,32.417,-119.96,892,30.8,30.6,24.8336,0.094,149.71,861.4,14.216,33.29,2,NA,9,266.3,2,268,8.787,2,2039,2,2220.7,2,7.8563,24.92,2,137.2704832,24.86,2,1.8,2,0.58,2,3.3,2,0.16,2,0.22,2,0.8,2,3.813,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,4:45,5:30,45,1000,missing: not collected
